file,paradigms,model_hits,scale,data_types,applications,kpis_all,kpi_primary,collected_data_resolution,sampling_mentions,building_model_paradigms,building_model_paradigm_terms,system_model_paradigms,system_model_paradigm_terms,occupancy_model_paradigms,occupancy_model_paradigm_terms,climate_model_paradigms,climate_model_paradigm_terms,building_model_optim_methods,system_model_optim_methods,occupancy_model_optim_methods,climate_model_optim_methods,building_model_optim_objectives,building_model_optim_terms,system_model_optim_objectives,system_model_optim_terms,occupancy_model_optim_objectives,occupancy_model_optim_terms,climate_model_optim_objectives,climate_model_optim_terms,kpi_types,model_development,model_inputs,input_resolutions_all,input_resolution_primary,energy_waste_mentions,energy_waste_definition_found,kpi_tradeoff_groups,kpi_tradeoff_top_group,kpi_tradeoff_kpis_any,online_learning_any,online_learning_components
10.1016_j.enbuild.2020.110225.json,whitebox;greybox;blackbox,black-box:2.25;crawley:0.75;data-driven:1.50;energyplus:0.75;purely:1.50;retrained:0.75;simplified:1.50;simulate:0.75;wrapped:0.75;coupled:0.75;estimation:1.50;hybrid:0.75;integrated:0.75;mathematical:0.75;novel:0.75;state-space:0.75;ann:0.75;anomaly detection:0.75;classification:0.75;deep learning:0.75;dnn:0.75;estimator:0.75;fusion:0.75,building_model,air_quality;air_temperature;environment;hvac_signals;metering;occupancy,benchmarking;energy flexibility;fdd;mpc;operation performance analysis;performance monitoring;retrofit,daily;hourly;monthly;subhourly;yearly,subhourly,subhourly,preamble:60S;preamble:22S;preamble:113478S;preamble:2100H;preamble:36h;preamble:12h;preamble:15min;preamble:30min;preamble:45min;preamble:24h;preamble:15min;preamble:30min;preamble:45min;preamble:15min;preamble:5min;preamble:45min;preamble:45min;preamble:15min;preamble:3min;preamble:150min;preamble:daily,blackbox,reinforcement learning;anomaly detection,NM,NM,NM,NM,NM,NM,reinforcement_learning,NM,NM,NM,comfort,NM,NM,NM,NM,NM,NM,NM,cost;energy_performance;flexibility;thermal_comfort,actor;exploration;initialization;pre-defined;q-value;q-values;robust;schedule;scheduled;stochastic;uncertainty;update;updated;updating;weight,electric_load;electric_use;occupancy;weather,daily;hourly;monthly;subhourly;yearly,subhourly,,False,energy_use|thermal_comfort,energy_use|thermal_comfort,energy_use;thermal_comfort,yes,NM
10.1016_j.enbuild.2020.110308.json,whitebox;greybox,energyplus:0.75;library:0.75;matlab:0.75;modelica:0.75;open-source:0.75;simulate:0.75;trnsys:1.50;coupled:0.75;estimation:1.50;hybrid:0.75;integrated:0.75;zhou:0.75;kernel:0.75;statistic:0.75;statistical:0.75,building_model;system_model,air_quality;air_temperature;environment;hvac_signals;metering;occupancy;thermal_comfort,benchmarking;energy flexibility;fdd;operation performance analysis;performance monitoring,annual;daily;hourly;monthly;subhourly;yearly,subhourly,subhourly,preamble:154S;preamble:57S;preamble:30s;preamble:5s;preamble:30s;preamble:01.013S;preamble:06.041S;preamble:0000s;preamble:annual,whitebox;greybox,integrated;modelica;simulate,NM,NM,NM,NM,NM,NM,optimal_control,NM,NM,NM,energy;comfort;iaq_infection,NM,NM,NM,NM,NM,NM,NM,carbon_emissions;cost;energy_performance;flexibility;thermal_comfort,deterministic;exploration;forward;monte;robust;schedule;scheduled;setpoints;stochastic;uncertain;uncertainty;updated;weight,electric_load;electric_use;internal_gains;occupancy;weather,annual;daily;hourly;monthly;subhourly;yearly,subhourly,wasted energy,False,energy_use|thermal_comfort,energy_use|thermal_comfort,energy_use;thermal_comfort,NM,NM
10.1016_j.enbuild.2020.110317.json,greybox;blackbox,matlab:0.75;physics-based:2.25;toolbox:0.75;estimation:1.50;filter:1.50;hybrid:0.75;integrated:0.75;kalman:1.50;linearized:0.75;mathematical:0.75;novel:0.75;ann:0.75;feed-forward:0.75;multi-layer:0.75;neural network:0.75;nn:0.75;recognition:0.75,building_model;occupancy_model,air_quality;air_temperature;environment;hvac_signals;metering;occupancy;thermal_comfort,energy flexibility;mpc;operation performance analysis;performance monitoring;retrofit,daily;hourly;monthly;subhourly;yearly,subhourly,subhourly,preamble:712H;preamble:2074H;preamble:316S;preamble:610S;preamble:358H;preamble:1000s;preamble:16.7min;preamble:17min;preamble:10Hz;preamble:50Hz;preamble:5Hz;preamble:5s;preamble:24h;preamble:17min;preamble:15min;preamble:50Hz;preamble:00h;preamble:45h;preamble:00h;preamble:00h;preamble:50Hz;preamble:712H;preamble:2074H;preamble:316S;preamble:610S;preamble:hourly;preamble:weekly,whitebox,matlab,NM,NM,greybox;blackbox,estimation;rnn,NM,NM,optimal_control;heuristic_metaheuristic,NM,optimal_control;heuristic_metaheuristic;mathematical_programming,NM,NM,NM,NM,NM,comfort;iaq_infection,NM,NM,NM,carbon_emissions;cost;energy_performance;flexibility;thermal_comfort,actor;forward;real-time;robust;schedule;scheduled;stochastic;uncertain;weekday,electric_load;electric_use;occupancy;weather,daily;hourly;monthly;subhourly;yearly,subhourly,,False,NM,NM,NM,yes,building_model
10.1016_j.energy.2020.117328.json,blackbox,calibrated:0.75;data-driven:1.50;library:0.75;retrained:0.75;simplified:1.50;estimation:1.50;integrated:0.75;mathematical:0.75;novel:0.75;feed-forward:0.75;linear regression:0.75;machine learning:0.75;memory:0.75;mlp:0.75;multi-layer:0.75;neural network:0.75;perceptron:0.75,system_model,air_quality;air_temperature;environment;hvac_signals;metering;occupancy,fdd;operation performance analysis;performance monitoring,annual;daily;hourly;monthly;subhourly;yearly,subhourly,subhourly,preamble:3592H;preamble:958S;preamble:93S;preamble:77S;preamble:10min;preamble:10min;preamble:2min;preamble:3592H;preamble:958S;preamble:93S;preamble:77S;preamble:annual,NM,NM,whitebox;blackbox,data-driven,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,carbon_emissions;cost;energy_performance;thermal_comfort,forward;predefined;real-time;robust;weight,electric_load;electric_use;occupancy,annual;daily;hourly;monthly;subhourly;yearly,subhourly,energy waste,False,energy_use|thermal_comfort,energy_use|thermal_comfort,energy_use;thermal_comfort,yes,NM
10.1016_j.energy.2020.118411.json,greybox;blackbox,energyplus:0.75;matlab:0.75;simulate:0.75;coupled:0.75;estimation:1.50;filter:1.50;hybrid:0.75;linearized:0.75;mathematical:0.75;novel:0.75;ann:0.75;anomaly detection:0.75;forecasting:0.75;machine learning:0.75;machine-learning:0.75;multi-layer:0.75;neural network:0.75;nn:0.75,building_model;system_model,air_temperature;environment;hvac_signals;metering,energy flexibility;mpc;operation performance analysis;performance monitoring,daily;hourly;monthly;subhourly;yearly,subhourly,subhourly,preamble:783H;preamble:1226S;preamble:2018H;preamble:24h;preamble:24h;preamble:24h;preamble:783H;preamble:1226S;preamble:2018H;preamble:hourly;preamble:monthly,greybox;blackbox,nn;machine-learning;novel;neural network;hybrid;mathematical;coupled;reinforcement learning;anomaly detection,blackbox,nn;coupled;machine-learning;novel,NM,NM,NM,NM,optimal_control;heuristic_metaheuristic;reinforcement_learning;mathematical_programming,optimal_control;reinforcement_learning;heuristic_metaheuristic;mathematical_programming,NM,NM,cost;demand_response;comfort;energy,NM,comfort;demand_response;energy,NM,NM,NM,NM,NM,cost;energy_performance;flexibility;thermal_comfort,raw data;real-time;robust;schedule;scheduled;stochastic;update;updated;weight,electric_load;electric_use;weather,daily;hourly;monthly;subhourly;yearly,subhourly,,False,energy_use|thermal_comfort,energy_use|thermal_comfort,energy_use;thermal_comfort,yes,building_model
10.1016_j.energy.2020.118456.json,whitebox;greybox,co-simulation:0.75;control-oriented:1.50;library:0.75;matlab:0.75;simplified:1.50;simulate:0.75;toolbox:0.75;trnsys:0.75;coupled:0.75;estimation:1.50;hybrid:0.75;integrated:0.75;lti:0.75;mathematical:0.75;novel:0.75;time-invariant:0.75,building_model;system_model,air_quality;air_temperature;environment;hvac_signals;metering;occupancy;thermal_comfort,energy flexibility;mpc;operation performance analysis;performance monitoring;retrofit,annual;daily;hourly;monthly;subhourly;yearly,subhourly,subhourly,preamble:014009H;preamble:2019S;preamble:1436S;preamble:1h;preamble:60Hz;preamble:3.75min;preamble:6h;preamble:1h;preamble:6h;preamble:1h;preamble:1h;preamble:6h;preamble:48h;preamble:6h;preamble:1h;preamble:6h;preamble:1h;preamble:21s;preamble:3.75min;preamble:8h;preamble:15min;preamble:15min;preamble:11h;preamble:1h;preamble:hourly;preamble:daily;preamble:annual,whitebox;greybox,trnsys;novel;co-simulation;matlab,NM,NM,NM,NM,NM,NM,optimal_control,NM,NM,NM,comfort;cost;energy;carbon,NM,NM,NM,NM,NM,NM,NM,carbon_emissions;cost;energy_performance;flexibility;thermal_comfort,gaussian;predefined;real-time;schedule;scheduled;update;updating;weekend;weight,electric_load;electric_use;internal_gains;occupancy;weather,annual;daily;hourly;monthly;subhourly;yearly,subhourly,,False,energy_use|thermal_comfort,energy_use|thermal_comfort,energy_use;thermal_comfort,yes,NM
10.1016_j.jclepro.2019.119866.json,whitebox;greybox;blackbox,black-box:2.25;crawley:0.75;data-driven:1.50;energyplus:0.75;glazer:0.75;gray-box:1.50;high-fidelity:1.50;library:0.75;liesen:0.75;modelica:0.75;coupled:0.75;physics-based:0.75;purely:0.75;rc:0.75;resistor-capacitor:0.75;simplified:0.75;white-:0.75;ann:0.75;classification:0.75;cnn:0.75;deep learning:0.75;forecasting:0.75;grateful:0.75;lstm:0.75;machine learning:0.75,building_model,air_quality;air_temperature;environment;hvac_signals;metering;occupancy,energy flexibility;fdd;mpc;operation performance analysis;performance monitoring,daily;hourly;monthly;subhourly;yearly,subhourly,subhourly,preamble:168H;preamble:1359S;preamble:29H;preamble:76H;preamble:1298H;preamble:761H;preamble:1259H;preamble:30min;preamble:60min;preamble:90min;preamble:10min;preamble:30min;preamble:60min;preamble:90min;preamble:1h;preamble:2014H;preamble:2010S;preamble:2016H;preamble:2012H;preamble:2016H;preamble:2009H;preamble:2009H;preamble:monthly,blackbox,physics-based;gray-box;white-box;crawley;energyplus;modelica;resistor-capacitor;white-;neural network,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,energy;comfort,NM,NM,NM,NM,NM,NM,NM,cost;energy_performance;flexibility;thermal_comfort,log;real-time;schedule;stochastic;wavelet,electric_load;electric_use;occupancy;weather,daily;hourly;monthly;subhourly;yearly,subhourly,,False,energy_use|thermal_comfort,energy_use|thermal_comfort,energy_use;thermal_comfort,yes,NM
10.1016_j.jclepro.2020.122059.json,greybox;blackbox,control-oriented:1.50;matlab:0.75;simplified:1.50;simulink:0.75;hybrid:0.75;integrated:0.75;mathematical:0.75;microgrid:0.75;novel:0.75;ann:0.75;ann-based:0.75;forecasting:0.75;hac:0.75;linear regression:0.75;machine-learning:0.75;neural network:0.75;regression:0.75;statistical:0.75,building_model;system_model,air_quality;air_temperature;environment;hvac_signals;metering;occupancy;thermal_comfort,energy flexibility;mpc;operation performance analysis;performance monitoring,5_min;annual;daily;hourly;monthly;subhourly;yearly,subhourly,subhourly,preamble:7S;preamble:4227S;preamble:2018S;preamble:590S;preamble:340S;preamble:6S;preamble:783H;preamble:2016S;preamble:9S;preamble:285H;preamble:23h;preamble:30min;preamble:30min;preamble:30min;preamble:30min;preamble:1h;preamble:00h;preamble:8h;preamble:18h;preamble:18h;preamble:9h;preamble:16h;preamble:16h;preamble:18h;preamble:9h;preamble:17h;preamble:16h;preamble:16.5h;preamble:18h;preamble:8h;preamble:18h;preamble:9h;preamble:15h;preamble:17.5h;preamble:2018S;preamble:4227S;preamble:2018S;preamble:1S;preamble:2017S;preamble:590S;preamble:2012S;preamble:340S;preamble:2018S;preamble:2018S;preamble:2017H;preamble:783H;preamble:2016S;preamble:2016S;preamble:9S;preamble:2019H;preamble:285H;preamble:hourly;preamble:daily;preamble:5-min;preamble:annual,whitebox,matlab;simulink,whitebox;greybox,control-oriented;ann;ann-based;linear regression;regression,NM,NM,NM,NM,optimal_control,heuristic_metaheuristic;optimal_control,NM,NM,demand_response;cost,NM,demand_response;comfort;cost,NM,NM,NM,NM,NM,carbon_emissions;cost;energy_performance;flexibility;thermal_comfort,real-time;robust;scheduled;stochastic;updated,electric_load;electric_use;occupancy;weather,5_min;annual;daily;hourly;monthly;subhourly;yearly,subhourly,,False,energy_use|thermal_comfort,energy_use|thermal_comfort,energy_use;thermal_comfort,yes,NM
10.1016_j.measurement.2019.106997.json,greybox;blackbox,coupled:0.75;filter:1.50;integrated:0.75;feed-forward:0.75;fusion:0.75;qualitative:0.75,,air_quality;air_temperature;environment;hvac_signals;metering;occupancy;thermal_comfort,fdd;operation performance analysis;performance monitoring,annual;daily;hourly;monthly;subhourly;yearly,subhourly,subhourly,preamble:2014H;preamble:631S;preamble:2018S;preamble:135S;preamble:19S;preamble:473S;preamble:12h;preamble:4h;preamble:10s;preamble:135S;preamble:19S;preamble:473S;preamble:daily;preamble:annual,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,carbon_emissions;cost;energy_performance;thermal_comfort,forward;weight,electric_load;electric_use;occupancy;weather,annual;daily;hourly;monthly;subhourly;yearly,subhourly,,False,NM,NM,NM,NM,NM
10.1016_j.scs.2019.101908.json,greybox;blackbox,calibrated:0.75;energyplus:0.75;simplified:0.75;simulate:0.75;2r2c:0.75;3r2c:0.75;filter:1.50;integrated:0.75;kalman:1.50;linearized:0.75;lti:0.75;mathematical:0.75;novel:0.75;rc:0.75;ann:0.75;linear regression:0.75;mlr:0.75;neural network:0.75;quantitative:0.75;recognition:0.75;regression:0.75;similarity:0.75,building_model,air_quality;air_temperature;environment;metering;occupancy;thermal_comfort,energy flexibility;fdd;mpc;operation performance analysis;performance monitoring;retrofit,daily;hourly;monthly;subhourly;yearly,subhourly,subhourly,preamble:602S;preamble:84H;preamble:226S;preamble:39S;preamble:431S;preamble:1min;preamble:1min;preamble:2013S;preamble:2018H;preamble:2019S;preamble:2018S;preamble:2017S;preamble:hourly;preamble:daily;preamble:weekly,greybox,integrated;state-space;zhou,NM,NM,NM,NM,NM,NM,optimal_control,NM,NM,NM,comfort;cost,NM,NM,NM,NM,NM,NM,NM,carbon_emissions;cost;energy_performance;flexibility;thermal_comfort,gaussian;predefined;real-time;setpoints;uncertainty;weight,electric_load;electric_use;occupancy;weather,daily;hourly;monthly;subhourly;yearly,subhourly,,False,energy_use|thermal_comfort,energy_use|thermal_comfort,energy_use;thermal_comfort,yes,NM
